english,pos,cefr,translation_tr,alt_translation_tr,disambiguation,warning
tolerance,noun,C1,hoşgörü,tolerans,,
tolerate,verb,C1,hoşgörmek,katlanmak,,
toll,noun,C1,bedel,,"zelfstandig naamwoord (tol/verlies, bv. dodental) — zie ook toll (wegtol)",
toll,noun,C1,geçiş ücreti,,zelfstandig naamwoord (tol voor een weg/brug) — zie ook toll (verlies),
tomato,noun,A1,domates,,,
tomorrow,adverb,A1,yarın,,,
ton,noun,B1,ton (ağırlık),,,
tone,noun,B2,ton (ses tonu),,,
tongue,noun,B1,dil (organ),,,
tonight,adverb,A1,bu gece,,,
too,adverb,A1,de/da (ayrıca),fazla,,
tool,noun,A2,alet,,,
tooth,noun,A1,diş,,,
top,verb,C1,aşmak (rekor),en başına geçmek,"(to be better than, exceed)",
top,noun,A2,üst (tepe),,(the highest point),
topic,noun,A1,konu,,,
torture,noun,C1,işkence,,zelfstandig naamwoord — zie ook torture (werkwoord) (the causing of severe pain),
torture,verb,C1,işkence etmek,,werkwoord — zie ook torture (zelfstandig naamwoord) (to cause severe pain to),
toss,verb,C1,fırlatmak,,,
total,verb,C1,toplamı bulmak,toplam etmek,(to add up to),
total,adjective,B1,toplam,,"(complete, entire)",
totally,adverb,B1,tamamen,,,
touch,verb,A2,dokunmak,,werkwoord — zie ook touch (zelfstandig naamwoord) (to make physical contact with),
touch,noun,B1,dokunuş,,zelfstandig naamwoord — zie ook touch (werkwoord) (physical contact),
tough,adjective,B2,zorlu (sert),,,
tour,noun,A2,tur (gezi),,zelfstandig naamwoord — zie ook tour (werkwoord) (a trip visiting several places),
tour,verb,B1,tur yapmak,,werkwoord — zie ook tour (zelfstandig naamwoord) (to travel around visiting several places),
tourism,noun,A2,turizm,,,
tourist,noun,A1,turist,,,
tournament,noun,B2,turnuva,,,
toward,preposition,A2,doğru (yönünde),,,
towel,noun,A2,havlu,,,
tower,noun,A2,kule,,,
town,noun,A1,kasaba,,,
toxic,adjective,C1,zehirli,toksik,,
toy,noun,A2,oyuncak,,,
trace,verb,B2,izini sürmek,,werkwoord — zie ook trace (zelfstandig naamwoord) (to find by following signs),
trace,noun,C1,iz,,zelfstandig naamwoord — zie ook trace (werkwoord) (a small remaining sign),
track,verb,B2,izlemek (takip etmek),,werkwoord — zie ook track (zelfstandig naamwoord) (to follow the movement of),
track,noun,A2,parça,,"zelfstandig naamwoord (nummer/track van een album) — zie ook track (pad) (a song, or a path)",
track,noun,B1,iz,,"zelfstandig naamwoord (pad/spoor) — zie ook track (muzieknummer) (a song, or a path)",
trade,noun,B1,ticaret,,zelfstandig naamwoord — zie ook trade (werkwoord) (the buying/selling of goods),
trade,verb,B1,ticaret yapmak,,werkwoord — zie ook trade (zelfstandig naamwoord) (to buy/sell/exchange goods),
trademark,noun,C1,ticari marka,,,
trading,noun,B2,ticaret,alım satım,,
tradition,noun,A2,gelenek,,,
traditional,adjective,A2,geleneksel,,,
traffic,noun,A1,trafik,,,
tragedy,noun,B2,trajedi,facia,,
tragic,adjective,B2,trajik,,,
trail,noun,C1,patika,iz,zelfstandig naamwoord — zie ook trail (werkwoord) (a rough path),
trail,verb,C1,peşinden gitmek,,werkwoord — zie ook trail (zelfstandig naamwoord) (to follow behind),
trailer,noun,C1,fragman,,zelfstandig naamwoord (filmtrailer) — zie ook trailer (aanhangwagen),
trailer,noun,C1,römork,,zelfstandig naamwoord (aanhangwagen) — zie ook trailer (filmtrailer),
train,noun,A1,tren,,zelfstandig naamwoord — zie ook train (werkwoord) (the railway vehicle),
train,verb,A2,antrenman yapmak (eğitmek),,werkwoord — zie ook train (zelfstandig naamwoord) (to practice/teach a skill),
trainer,noun,B1,antrenör,,,
training,noun,A2,eğitim (antrenman),,,
trait,noun,B2,özellik,,,
transaction,noun,C1,işlem,,,
transcript,noun,C1,transkript,not dökümü,,
transfer,verb,B2,transfer etmek (aktarmak),,werkwoord — zie ook transfer (zelfstandig naamwoord) (to move from one place to another),
transfer,noun,B2,transfer (aktarma),,zelfstandig naamwoord — zie ook transfer (werkwoord) (the moving of something from one place to another),
transform,verb,B2,dönüştürmek,,,
transformation,noun,C1,dönüşüm,,,
transit,noun,C1,transit,geçiş,,
transition,noun,B2,geçiş,,,
translate,verb,B1,çevirmek (tercüme etmek),,,
translation,noun,B1,çeviri,,,
transmission,noun,C1,iletim,,"zelfstandig naamwoord (algemene overdracht, bv. van data/ziekte) — zie ook transmission (versnellingsbak)",
transmission,noun,C1,şanzıman,,zelfstandig naamwoord (versnellingsbak van een auto) — zie ook transmission (overdracht),
transmit,verb,B2,iletmek,yaymak,,
transparency,noun,C1,şeffaflık,,,
transparent,adjective,C1,şeffaf,,,
transport,verb,B1,taşımak (nakletmek),,,
transportation,noun,A2,ulaşım,,,
trap,noun,B2,tuzak,,zelfstandig naamwoord — zie ook trap (werkwoord) (a device for catching something),
trap,verb,B2,tuzağa düşürmek,,werkwoord — zie ook trap (zelfstandig naamwoord) (to catch in a device or situation),
trash,noun,A2,çöp,,,
trauma,noun,C1,travma,,,
travel,verb,A1,seyahat etmek,,werkwoord — zie ook travel (zelfstandig naamwoord) (to go from one place to another),
travel,noun,A1,seyahat,,zelfstandig naamwoord — zie ook travel (werkwoord) (going from one place to another),
traveler,noun,A2,gezgin (yolcu),,,
treasure,noun,B2,hazine,,,
treat,verb,B1,davranmak (tedavi etmek),,,
treatment,noun,B1,tedavi,,,
treaty,noun,C1,antlaşma,,,
tree,noun,A1,ağaç,,,
tremendous,adjective,C1,muazzam,,,
trend,noun,B1,trend (eğilim),,,
trial,noun,B2,dava (deneme),,,
tribal,adjective,C1,kabile ile ilgili,,,
tribe,noun,B2,kabile,,,
tribute,noun,C1,saygı gösterisi,,zelfstandig naamwoord (eerbetoon) — zie ook tribute (schatting/afkoopsom),
tribute,noun,C1,haraç,,zelfstandig naamwoord (schatting/afkoopsom aan een heerser) — zie ook tribute (eerbetoon),
trick,noun,B1,hile (numara),,zelfstandig naamwoord — zie ook trick (werkwoord) (a deceptive/clever act),
trick,verb,B1,kandırmak,,werkwoord — zie ook trick (zelfstandig naamwoord) (to deceive),
trigger,verb,B2,tetiklemek,,werkwoord — zie ook trigger (zelfstandig naamwoord) (to cause something to start happening),
trigger,noun,C1,tetik,,zelfstandig naamwoord — zie ook trigger (werkwoord) (the lever that fires a gun),
trillion,number,B2,trilyon,,,
trio,noun,C1,üçlü,,,
trip,noun,A1,gezi (yolculuk),,,
triumph,noun,C1,zafer,,,
troop,noun,B2,asker birliği,,,
trophy,noun,C1,kupa,,,
tropical,adjective,B2,tropikal,,,
trouble,noun,A2,sorun (bela),,"zelfstandig naamwoord — zie ook trouble (werkwoord) (difficulty, a problem)",
trouble,verb,B2,rahatsız etmek,,werkwoord — zie ook trouble (zelfstandig naamwoord) (to cause worry/difficulty for),
troubled,adjective,C1,sorunlu,sıkıntılı,,
truck,noun,A1,kamyon,,,
true,adjective,A1,doğru (gerçek),,,
truly,adverb,B2,gerçekten (samimiyetle),,,
trust,noun,B2,güven,,zelfstandig naamwoord — zie ook trust (werkwoord) (confidence in someone's honesty),
trust,verb,B2,güvenmek,,werkwoord — zie ook trust (zelfstandig naamwoord) (to have confidence in someone's honesty),
trustee,noun,C1,mütevelli,yönetim kurulu üyesi,,
truth,noun,B1,gerçek (hakikat),,,
try,verb,A1,denemek,,werkwoord — zie ook try (zelfstandig naamwoord) (to attempt),
try,noun,B2,deneme,,zelfstandig naamwoord — zie ook try (werkwoord) (an attempt),
tsunami,noun,B2,tsunami,,,
tube,noun,B1,tüp (boru),,,
tuition,noun,C1,öğrenim ücreti,özel ders,,
tumor,noun,C1,tümör,,,gevoelig onderwerp
tune,noun,B2,ezgi (melodi),,,
tunnel,noun,B2,tünel,,,
turn,verb,A1,dönmek (çevirmek),,"werkwoord — zie ook turn (zelfstandig naamwoord) (to change direction, or rotate)",
turn,noun,A1,sıra (dönüş),,"zelfstandig naamwoord — zie ook turn (werkwoord) (one's chance to act, or a change of direction)",
turnout,noun,C1,katılım oranı,,,
turnover,noun,C1,ciro,,zelfstandig naamwoord (bedrijfsomzet) — zie ook turnover (personeelsverloop),
turnover,noun,C1,personel devir hızı,,zelfstandig naamwoord (personeelsverloop) — zie ook turnover (omzet),
twelve,number,A1,on iki,,,
twenty,number,A1,yirmi,,,
twice,adverb,A1,iki kez,,,
twin,noun,A2,ikiz,,,
twist,verb,C1,bükmek,,werkwoord (fysiek verdraaien) — zie ook twist (woorden verdraaien) (to bend/turn into a curved shape),
twist,verb,C1,çarpıtmak,,werkwoord (woorden/feiten verdraaien) — zie ook twist (fysiek verdraaien) (to bend/turn into a curved shape),
twist,noun,C1,büküm,,zelfstandig naamwoord (fysieke draai) — zie ook twist (onverwachte wending) (a curving turn),
twist,noun,C1,beklenmedik gelişme,,zelfstandig naamwoord (onverwachte plotwending) — zie ook twist (fysieke draai) (a curving turn),
two,number,A1,iki,,,
type,noun,A1,tür (çeşit),,"zelfstandig naamwoord — zie ook type (werkwoord) (a category, kind)",
type,verb,B1,yazmak (klavyeyle),,werkwoord — zie ook type (zelfstandig naamwoord) (to write using a keyboard),
typical,adjective,A2,tipik,,,
typically,adverb,B1,tipik olarak,,,
ugly,adjective,B1,çirkin,,,
ultimate,adjective,B2,nihai,en üstün,,
ultimately,adverb,B2,sonunda (nihayetinde),,,
umbrella,noun,A1,şemsiye,,,
unable,adjective,B1,yapamayan (aciz),,,
unacceptable,adjective,B2,kabul edilemez,,,
uncertainty,noun,B2,belirsizlik,,,
uncle,noun,A1,amca (dayı),,,
uncomfortable,adjective,B1,rahatsız (edici),,,
unconscious,adjective,B2,bilinçsiz (baygın),,,
unconstitutional,adjective,C1,anayasaya aykırı,,,
under,preposition,A1,altında,,,
undergo,verb,B2,geçirmek (deneyimlemek),,,
undergraduate,noun,C1,lisans öğrencisi,,,
underground,adjective,A2,yeraltı,,,
underlying,adjective,C1,altta yatan,,,
undermine,verb,C1,zayıflatmak,baltalamak,,
understand,verb,A1,anlamak,,,
understanding,noun,A2,anlayış,,,
undertake,verb,B2,üstlenmek,,,
underwear,noun,B1,iç çamaşırı,,,
undoubtedly,adverb,C1,kuşkusuz,,,
unemployed,adjective,B1,işsiz,,,
unemployment,noun,B1,işsizlik,,,
unexpected,adjective,B2,beklenmedik,,,
unfair,adjective,B1,adaletsiz (haksız),,,
unfold,verb,B2,açılmak (gelişmek),,,
unfortunate,adjective,B2,talihsiz,,,
unfortunately,adverb,A2,ne yazık ki,,,
unhappy,adjective,A2,mutsuz,,,
uniform,noun,A2,üniforma,,,
unify,verb,C1,birleştirmek,,,
union,noun,B1,birlik (sendika),,,
unique,adjective,B2,eşsiz (benzersiz),,,
unit,noun,A2,birim,,,
unite,verb,B2,birleşmek,,,
united,adjective,A2,birleşik,,,
unity,noun,B2,birlik,,,
universal,adjective,B2,evrensel,,,
universe,noun,B2,evren,,,
university,noun,A1,üniversite,,,
unknown,adjective,B2,bilinmeyen,,,
unless,conjunction,B1,-medikçe (eğer değilse),,,
unlike,preposition,B1,aksine (farklı olarak),,,
unlikely,adjective,B1,olası olmayan,,,
unnecessary,adjective,B1,gereksiz,,,
unpleasant,adjective,B1,tatsız (hoş olmayan),,,
unprecedented,adjective,C1,eşi görülmemiş,,,
until,conjunction,A1,-e kadar,,,
unusual,adjective,A2,alışılmadık,,,
unveil,verb,C1,tanıtmak (açıklamak),örtüsünü açmak,,
up,adverb,A1,yukarı,,,
upcoming,adjective,C1,yaklaşan,,,
update,verb,B1,güncellemek,,"werkwoord — zie ook update (zelfstandig naamwoord) (to give new information, bring up to date)",
update,noun,B1,güncelleme,,zelfstandig naamwoord — zie ook update (werkwoord) (new information/version),
upgrade,verb,C1,yükseltmek,,werkwoord — zie ook upgrade (zelfstandig naamwoord) (to improve to a better version),
upgrade,noun,C1,yükseltme,,zelfstandig naamwoord — zie ook upgrade (werkwoord) (an improvement to something),
uphold,verb,C1,desteklemek (savunmak),onaylamak,,
upon,preposition,B1,üzerine,,,
upper,adjective,B2,üst (yukarıdaki),,,
upset,adjective,B1,üzgün (kırgın),,"bijvoeglijk naamwoord — zie ook upset (werkwoord) (unhappy, distressed)",
upset,verb,B1,üzmek,,werkwoord — zie ook upset (bijvoeglijk) (to make unhappy),
upstairs,adverb,A1,üst katta,,,
upward,adverb,B2,yukarı doğru,,,
urban,adjective,B2,kentsel,,,
urge,verb,B2,teşvik etmek (ısrarla istemek),,,
urgent,adjective,B2,acil,,,
us,pronoun,A1,bizi (bize),,,
usage,noun,B2,kullanım,,,
use,verb,A1,kullanmak,,werkwoord — zie ook use (zelfstandig naamwoord) (to employ for a purpose),
use,noun,A2,kullanım,,zelfstandig naamwoord — zie ook use (werkwoord) (the act of using something),
used,adjective,B1,kullanılmış (ikinci el),,bijvoeglijk naamwoord — zie ook used to,
used to,modal verb,A2,eskiden -irdi,,,
useful,adjective,A1,yararlı,,,
useless,adjective,B2,işe yaramaz,,,
user,noun,A2,kullanıcı,,,
usual,adjective,A2,olağan (her zamanki),,,
usually,adverb,A1,genellikle,,,
utility,noun,C1,fayda,kamu hizmeti,,
utilize,verb,C1,kullanmak,yararlanmak,,
utterly,adverb,C1,tamamen,,,
vacation,noun,A1,tatil,,,
vacuum,noun,C1,vakum,,zelfstandig naamwoord (natuurkundig vacuüm) — zie ook vacuum (stofzuiger),
vacuum,noun,C1,elektrikli süpürge,,zelfstandig naamwoord (stofzuiger) — zie ook vacuum (natuurkundig vacuüm),
vague,adjective,C1,belirsiz,,,
valid,adjective,B2,geçerli,,,
validity,noun,C1,geçerlilik,,,
valley,noun,A2,vadi,,,
valuable,adjective,B1,değerli,,,
value,noun,B1,değer,,"zelfstandig naamwoord — zie ook value (werkwoord) (worth, importance)",
value,verb,B2,değer vermek,,werkwoord — zie ook value (zelfstandig naamwoord) (to consider important),
van,noun,B2,minibüs (van),,,
vanish,verb,C1,gözden kaybolmak,,,
variable,noun,C1,değişken,,zelfstandig naamwoord — zie ook variable (bijvoeglijk) (something that can change),
variable,adjective,C1,değişken,,bijvoeglijk naamwoord — zie ook variable (zelfstandig) (likely to change),
variation,noun,B2,varyasyon,değişim,,
varied,adjective,C1,çeşitli,,,
variety,noun,A2,çeşitlilik,,,
various,adjective,B1,çeşitli,,,
vary,verb,B2,değişiklik göstermek,,,
vast,adjective,B2,engin (çok geniş),,,
vegetable,noun,A1,sebze,,,
vehicle,noun,A2,araç (taşıt),,,
vein,noun,C1,damar,,,
venture,noun,C1,girişim,,zelfstandig naamwoord — zie ook venture (werkwoord) (a risky new undertaking),
venture,verb,C1,girişmek (cesaret etmek),,werkwoord — zie ook venture (zelfstandig naamwoord) (to dare to do something risky),
venue,noun,B2,mekan (etkinlik yeri),,,
verbal,adjective,C1,sözlü,,,
verdict,noun,C1,hüküm (jüri kararı),,,
verify,verb,C1,doğrulamak,,,
verse,noun,C1,dize,kıta,,
version,noun,B1,sürüm (versiyon),,,
versus,conjunction,C1,karşı,,,
vertical,adjective,B2,dikey,,,
very,adverb,A1,çok,,,
vessel,noun,C1,gemi,,zelfstandig naamwoord (schip) — zie ook vessel (bloedvat),
vessel,noun,C1,kan damarı,,zelfstandig naamwoord (bloedvat) — zie ook vessel (schip),
veteran,noun,C1,gazi,kıdemli kişi,,
via,preposition,B2,üzerinden (aracılığıyla),,,
viable,adjective,C1,uygulanabilir,yaşayabilir,,
vibrant,adjective,C1,canlı,,,
vice,noun,C1,kötü alışkanlık,ahlaksızlık,,
vicious,adjective,C1,acımasız,vahşi,,
victim,noun,B1,kurban (mağdur),,,
victory,noun,B2,zafer,,,
video,noun,A1,video,,,
view,noun,A2,görüş (manzara),,"zelfstandig naamwoord — zie ook view (werkwoord) (an opinion, or a visible scene)",
view,verb,B1,görmek (görüntülemek),,"werkwoord — zie ook view (zelfstandig naamwoord) (to look at, or to regard/consider)",
viewer,noun,B1,izleyici,,,
viewpoint,noun,B2,bakış açısı,,,
village,noun,A2,köy,,,
violate,verb,C1,ihlal etmek,,,
violation,noun,C1,ihlal,,,
violence,noun,B2,şiddet,,,
violent,adjective,B1,şiddetli (vahşi),,,
virtual,adjective,B2,sanal,,,
virtue,noun,C1,erdem,,,
virus,noun,A2,virüs,,,
visa,noun,B2,vize,,,
visible,adjective,B2,görünür,,,
vision,noun,B2,görme (vizyon),,,
visit,verb,A1,ziyaret etmek,,werkwoord — zie ook visit (zelfstandig naamwoord) (to go see a place/person),
visit,noun,A1,ziyaret,,zelfstandig naamwoord — zie ook visit (werkwoord) (a short stay at a place),
visitor,noun,A1,ziyaretçi,,,
visual,adjective,B2,görsel,,,
vital,adjective,B2,hayati (çok önemli),,,
vitamin,noun,B2,vitamin,,,
vocal,adjective,C1,sesli,,bijvoeglijk naamwoord (openlijk/luidruchtig zijn mening uitend) — zie ook vocal (zang),
vocal,adjective,C1,vokal ile ilgili,,bijvoeglijk naamwoord (met betrekking tot zang/stem) — zie ook vocal (openlijk),
voice,noun,A2,ses (sesi),,,
volume,noun,B2,ses düzeyi,,zelfstandig naamwoord (geluidsvolume) — zie ook volume (inhoud),
volume,noun,C1,hacim,,zelfstandig naamwoord (fysieke inhoud/volume) — zie ook volume (geluidsvolume),
voluntary,adjective,B2,gönüllü,,,
volunteer,noun,B1,gönüllü,,zelfstandig naamwoord — zie ook volunteer (werkwoord) (someone who offers to help without pay),
volunteer,verb,B1,gönüllü olmak,,werkwoord — zie ook volunteer (zelfstandig naamwoord) (to offer to help without pay),
vote,noun,B1,oy,,zelfstandig naamwoord — zie ook vote (werkwoord) (a formal choice in an election),
vote,verb,B1,oy vermek,,werkwoord — zie ook vote (zelfstandig naamwoord) (to formally choose in an election),
voting,noun,B2,oylama,,,
vow,verb,C1,yemin etmek,söz vermek,,
vulnerability,noun,C1,kırılganlık,zafiyet,,
vulnerable,adjective,C1,kırılgan,savunmasız,,
wage,noun,B2,ücret (maaş),,,
wait,verb,A1,beklemek,,,
waiter,noun,A1,garson,,,
wake,verb,A1,uyanmak,,,
walk,verb,A1,yürümek,,werkwoord — zie ook walk (zelfstandig naamwoord) (to move on foot),
walk,noun,A1,yürüyüş,,zelfstandig naamwoord — zie ook walk (werkwoord) (a trip on foot),
wall,noun,A1,duvar,,,
wander,verb,B2,dolaşmak (amaçsızca),,,
want,verb,A1,istemek,,,
war,noun,A2,savaş,,,
ward,noun,C1,koğuş,,,
warehouse,noun,C1,depo,,,
warfare,noun,C1,savaş,,,
warm,adjective,A1,ılık (sıcak),,,
warming,noun,B2,ısınma,,,
warn,verb,B1,uyarmak,,,
warning,noun,B1,uyarı,,,
warrant,verb,C1,gerektirmek,haklı çıkarmak,"werkwoord — zie ook warrant (zelfstandig naamwoord) (to justify, make necessary)",
warrant,noun,C1,tutuklama emri,,zelfstandig naamwoord (arrestatiebevel) — zie ook warrant (garantie) (a legal document authorizing an action),
warrant,noun,C1,garanti,,zelfstandig naamwoord (garantie) — zie ook warrant (arrestatiebevel) (a legal document authorizing an action),
warrior,noun,C1,savaşçı,,,
